brand,type,count,newbrand,newbrand2,newbrand3
U,UMI-R1,1,U,U,其他
unknown,unknown,1,unknown,UNKNOWN,其他
UOOGOU,UOOGOU,3,UOOGOU,UOOGOU,其他
alps,UOOGOU,1,alps,ALPS,ALPS
VMI,V10,1,Vmi,VMI,其他
BOWAY,V100,2,BOWAY,BOWAY,BOWAY
alps,V100A,1,alps,ALPS,ALPS
alps,V12,1,alps,ALPS,ALPS
TM,V15,1,TM,TM,其他
GiONEE,V182,9,GiONEE,GIONEE,GIONEE
GiONEE,V183,149,GiONEE,GIONEE,GIONEE
V183,V183.GiONEE.GiONEE,6,V183,GIONEE,GIONEE
GiONEE,V185,59,GiONEE,GIONEE,GIONEE
V185,V185.GiONEE.GiONEE,2,V185,GIONEE,GIONEE
GiONEE,V188,19,GiONEE,GIONEE,GIONEE
GiONEE,V188S,92,GiONEE,GIONEE,GIONEE
V188S,V188S.GiONEE.GiONEE,2,V188S,GIONEE,GIONEE
Ami,V3,1,Ami,AMI,其他
V300,V300,1,V300,GIONEE,GIONEE
changhong,V6,1,Changhong,CHANGHONG,CHANGHONG
alps,V608,1,alps,ALPS,ALPS
V615,V615,1,V615,GIONEE,GIONEE
KONKA,V717,1,KONKA,KONKA,其他
ONDA,V719_3G_CORE4,1,ONDA,ONDA,其他
Vmi,V8,2,Vmi,VMI,其他
VIAOVO,V8,1,VIAOVO,VIAOVO,其他
ONDA,V819_3G,1,ONDA,ONDA,其他
alps,V8526,2,alps,ALPS,ALPS
PCCY,V9.,1,PCCY,PCCY,其他
ZTE,V9180,21,ZTE,ZTE,ZTE
V9180,V9180,1,V9180,GIONEE,GIONEE
V9180,V9180.V9180.V9180,2,V9180,GIONEE,GIONEE
V919 3G Air Core8,V919 3G Air Core8.ONDA.ONDA,1,V919 3G Air Core8,GIONEE,GIONEE
intel,V919 3G Air DualOS,1,intel,INTEL,其他
alps,V957,2,alps,ALPS,ALPS
KONKA,V976,3,KONKA,KONKA,其他
KONKA,V987,1,KONKA,KONKA,其他
Dell,Venue7 3740 HSPA,1,Dell,DELL,其他
ViewSonic,ViewSonic V500,1,ViewSonic,VIEWSONIC,其他
VIVO,vivo,1,vivo,VIVO,VIVO
vivo,vivo E1t,1,vivo,VIVO,VIVO
vivo,vivo E5,4,vivo,VIVO,VIVO
vivo E5,vivo E5.bbk77_cu_jb.bbk77_cu_jb,1,vivo,VIVO,VIVO
vivo,vivo S11t,5,vivo,VIVO,VIVO
vivo,vivo S12,3,vivo,VIVO,VIVO
vivo,vivo S3,1,vivo,VIVO,VIVO
vivo,vivo S3+,1,vivo,VIVO,VIVO
vivo,vivo S6,1,vivo,VIVO,VIVO
vivo S6,vivo S6.bbk75_cu_ics.bbk75_cu_ics,1,vivo,VIVO,VIVO
vivo,vivo S7,8,vivo,VIVO,VIVO
vivo S7,vivo S7.bbk75_cu_ics.bbk75_cu_ics,1,vivo,VIVO,VIVO
vivo,vivo S7i(t),24,vivo,VIVO,VIVO
vivo S7i(t),vivo S7i(t).bbk72_t_jb3.bbk72_t_jb3,2,vivo,VIVO,VIVO
vivo,vivo S7t,12,vivo,VIVO,VIVO
vivo S7t,vivo S7t.bbk15_td3001_ics2.bbk15_td3001_ics2,1,vivo,VIVO,VIVO
vivo,vivo S7w,3,vivo,VIVO,VIVO
vivo,vivo S9,24,vivo,VIVO,VIVO
vivo,vivo S9t,3,vivo,VIVO,VIVO
vivo,vivo X1,24,vivo,VIVO,VIVO
vivo X1,vivo X1.bbk77_cu_jb.bbk77_cu_jb,5,vivo,VIVO,VIVO
vivo,vivo X1S,7,vivo,VIVO,VIVO
vivo,vivo X1St,41,vivo,VIVO,VIVO
vivo X1St,vivo X1St.bbk89_cmcc_jb2.bbk89_cmcc_jb2,5,vivo,VIVO,VIVO
vivo,vivo X1W,1,vivo,VIVO,VIVO
vivo,vivo X1w,1,vivo,VIVO,VIVO
vivo,vivo X3F,331,vivo,VIVO,VIVO
vivo X3F,vivo X3F.msm8226.msm8226,14,vivo,VIVO,VIVO
vivo,vivo X3L,286,vivo,VIVO,VIVO
vivo X3L,vivo X3L.msm8226.msm8226,6,vivo,VIVO,VIVO
vivo,vivo X3S W,146,vivo,VIVO,VIVO
vivo X3S W,vivo X3S W.bbk92_wet_jb9.bbk92_wet_jb9,5,vivo,VIVO,VIVO
vivo,vivo X3t,136,vivo,VIVO,VIVO
vivo X3t,vivo X3t.bbk89_cmcc_jb2.bbk89_cmcc_jb2,11,vivo,VIVO,VIVO
vivo,vivo X3V,11,vivo,VIVO,VIVO
vivo,vivo X510t,132,vivo,VIVO,VIVO
vivo X510t,vivo X510t.msm8960.msm8960,4,vivo,VIVO,VIVO
vivo,vivo X520F,25,vivo,VIVO,VIVO
vivo X520F,vivo X520F.msm8974.msm8974,3,vivo,VIVO,VIVO
vivo,vivo X520L,3,vivo,VIVO,VIVO
vivo,vivo X5F,13,vivo,VIVO,VIVO
vivo,vivo X5L,202,vivo,VIVO,VIVO
vivo X5L,vivo X5L.bbk92_lwt_cb_kk.bbk92_lwt_cb_kk,9,vivo,VIVO,VIVO
vivo,vivo X5Max,193,vivo,VIVO,VIVO
vivo X5Max,vivo X5Max .bbk6752_lwt_kk.bbk6752_lwt_kk,10,vivo,VIVO,VIVO
vivo,vivo X5Max F,7,vivo,VIVO,VIVO
vivo,vivo X5Max L,31,vivo,VIVO,VIVO
vivo X5Max L,vivo X5Max L.msm8916_32.msm8916_32,2,vivo,VIVO,VIVO
vivo,vivo X5Max S,21,vivo,VIVO,VIVO
vivo X5Max S,vivo X5Max S.bbk6752_lwt_kk.bbk6752_lwt_kk,1,vivo,VIVO,VIVO
vivo,vivo X5Max V,20,vivo,VIVO,VIVO
vivo,vivo X5Max+,43,vivo,VIVO,VIVO
vivo,vivo X5S L,272,vivo,VIVO,VIVO
vivo X5S L,vivo X5S L.bbk6752_lwt_kk.bbk6752_lwt_kk,9,vivo,VIVO,VIVO
vivo+X5S+L,vivo X5S L.bbk6752_lwt_kk.bbk6752_lwt_kk,1,vivo,VIVO,VIVO
vivo,vivo X5V,22,vivo,VIVO,VIVO
vivo,vivo X710F,88,vivo,VIVO,VIVO
vivo X710F,vivo X710F.msm8974.msm8974,4,vivo,VIVO,VIVO
vivo,vivo X710L,157,vivo,VIVO,VIVO
vivo X710L,vivo X710L.msm8974.msm8974,5,vivo,VIVO,VIVO
vivo,vivo Xplay,87,vivo,VIVO,VIVO
vivo Xplay,vivo Xplay.msm8960.msm8960,3,vivo,VIVO,VIVO
vivo,vivo Xplay3S,202,vivo,VIVO,VIVO
vivo Xplay3S,vivo Xplay3S.msm8974.msm8974,9,vivo,VIVO,VIVO
vivo,vivo Xshot,1,vivo,VIVO,VIVO
vivo,vivo Y11,25,vivo,VIVO,VIVO
vivo Y11,vivo Y11.bbk17_td3001_jb.bbk17_td3001_jb,1,vivo,VIVO,VIVO
vivo Y11,vivo Y11.bbk72_t_jb3.bbk72_t_jb3,3,vivo,VIVO,VIVO
vivo,vivo Y11i T,23,vivo,VIVO,VIVO
vivo,vivo Y11iW,24,vivo,VIVO,VIVO
vivo Y11iW,vivo Y11iW.bbk82_wet_jb5.bbk82_wet_jb5,2,vivo,VIVO,VIVO
vivo,vivo Y11t,6,vivo,VIVO,VIVO
vivo Y11t,vivo Y11t.bbk72_t_jb3.bbk72_t_jb3,1,vivo,VIVO,VIVO
vivo,vivo Y13,45,vivo,VIVO,VIVO
vivo Y13,vivo Y13.bbk82_wet_jb5.bbk82_wet_jb5,4,vivo,VIVO,VIVO
vivo,vivo Y13i,10,vivo,VIVO,VIVO
vivo,vivo Y13iL,185,vivo,VIVO,VIVO
vivo Y13iL,vivo Y13iL.bbk6735m_35gc_k.full_bbk6735m_35gc_k,3,vivo,VIVO,VIVO
vivo,vivo Y13L,185,vivo,VIVO,VIVO
vivo Y13L,vivo Y13L.msm8916_32.msm8916_32,10,vivo,VIVO,VIVO
vivo,vivo Y13T,12,vivo,VIVO,VIVO
vivo,vivo Y15T,63,vivo,VIVO,VIVO
vivo Y15T,vivo Y15T.bbk82_wet_jb5.bbk82_wet_jb5,5,vivo,VIVO,VIVO
vivo,vivo Y17T,151,vivo,VIVO,VIVO
vivo Y17T,vivo Y17T.bbk82_wet_jb5.bbk82_wet_jb5,5,vivo,VIVO,VIVO
vivo,vivo Y17W,99,vivo,VIVO,VIVO
vivo Y17W,vivo Y17W.bbk82_wet_jb5.bbk82_wet_jb5,5,vivo,VIVO,VIVO
vivo,vivo Y18L,75,vivo,VIVO,VIVO
vivo Y18L,vivo Y18L.msm8226.msm8226,2,vivo,VIVO,VIVO
vivo,vivo Y19t,29,vivo,VIVO,VIVO
vivo Y19t,vivo Y19t.bbk89_cmcc_jb2.bbk89_cmcc_jb2,2,vivo,VIVO,VIVO
vivo,vivo Y20T,54,vivo,VIVO,VIVO
vivo Y20T,vivo Y20T.bbk82_wet_jb5.bbk82_wet_jb5,4,vivo,VIVO,VIVO
vivo,vivo Y22,10,vivo,VIVO,VIVO
vivo Y22,vivo Y22.bbk82_wet_jb5.bbk82_wet_jb5,1,vivo,VIVO,VIVO
vivo,vivo Y22iL,69,vivo,VIVO,VIVO
vivo Y22iL,vivo Y22iL.bbk82_lwt_cb_kk.bbk82_lwt_cb_kk,3,vivo,VIVO,VIVO
vivo,vivo Y22L,55,vivo,VIVO,VIVO
vivo Y22L,vivo Y22L.msm8226.msm8226,3,vivo,VIVO,VIVO
vivo,vivo Y23L,405,vivo,VIVO,VIVO
vivo Y23L,vivo Y23L.msm8916_32.msm8916_32,19,vivo,VIVO,VIVO
vivo,vivo Y27,178,vivo,VIVO,VIVO
vivo Y27,vivo Y27.msm8916_32.msm8916_32,20,vivo,VIVO,VIVO
vivo,vivo Y28L,70,vivo,VIVO,VIVO
vivo Y28L,vivo Y28L.msm8916_32.msm8916_32,4,vivo,VIVO,VIVO
vivo,vivo Y29L,60,vivo,VIVO,VIVO
vivo Y29L,vivo Y29L.msm8916_32.msm8916_32,4,vivo,VIVO,VIVO
vivo,vivo Y3t,8,vivo,VIVO,VIVO
vivo,vivo Y613,28,vivo,VIVO,VIVO
vivo Y613,vivo Y613.bbk82_wet_jb5.bbk82_wet_jb5,2,vivo,VIVO,VIVO
vivo,vivo Y613F,131,vivo,VIVO,VIVO
vivo Y613F,vivo Y613F.msm8916_32.msm8916_32,3,vivo,VIVO,VIVO
vivo+Y613F,vivo Y613F.msm8916_32.msm8916_32,1,vivo,VIVO,VIVO
vivo,vivo Y622,42,vivo,VIVO,VIVO
vivo Y622,vivo Y622.bbk82_wet_jb5.bbk82_wet_jb5,2,vivo,VIVO,VIVO
vivo,vivo Y623,142,vivo,VIVO,VIVO
vivo Y623,vivo Y623.msm8916_32.msm8916_32,7,vivo,VIVO,VIVO
vivo,vivo Y627,60,vivo,VIVO,VIVO
vivo Y627,vivo Y627.msm8916_32.msm8916_32,1,vivo,VIVO,VIVO
vivo,vivo Y628,25,vivo,VIVO,VIVO
vivo Y628,vivo Y628.msm8916_32.msm8916_32,1,vivo,VIVO,VIVO
vivo,vivo Y913,17,vivo,VIVO,VIVO
vivo,vivo Y923,19,vivo,VIVO,VIVO
vivo Y923,vivo Y923.msm8916_32.msm8916_32,1,vivo,VIVO,VIVO
vivo,vivo Y927,9,vivo,VIVO,VIVO
vivo,vivo Y928,4,vivo,VIVO,VIVO
Vokey,V-N5 plus,1,Vokey,VOKEY,其他
Vokey,Vokey-V-P3X,1,Vokey,VOKEY,其他
VOTO,VOTO GT7,7,VOTO,VOTO,其他
VOTO,VOTO VT818+,1,VOTO,VOTO,其他
VOTO,VOTO VT898,3,VOTO,VOTO,其他
VOTO VT898B,VOTO VT898B,1,VOTO VT898B,VOTO,其他
lge,VS980 4G,6,LGE,LGE,LGE
lge,VS985 4G,8,LGE,LGE,LGE
Uniscope,W1231,2,Uniscope,UNISCOPE,其他
W20,W20,2,W20,GIONEE,GIONEE
ThL,W200,1,ThL,THL,其他
alps,w38_2,1,alps,ALPS,ALPS
ireadygo,W3D,1,ireadygo,IREADYGO,其他
WeiWo,W570,1,WeiWo,WEIWO,其他
GiONEE,W601,3,GiONEE,GIONEE,GIONEE
Philips,W732,1,Philips,PHILIPS,PHILIPS
Philips,W736,1,Philips,PHILIPS,PHILIPS
GiONEE,W800,11,GiONEE,GIONEE,GIONEE
W800,W800.GiONEE.GiONEE,1,W800,GIONEE,GIONEE
GiONEE,W808,1,GiONEE,GIONEE,GIONEE
WeiWo,W850,1,WeiWo,WEIWO,其他
KOPO,W890,1,KOPO,KOPO,其他
GiONEE,W900,62,GiONEE,GIONEE,GIONEE
K706-3G-HD-2,W900,1,K706-3G-HD-2,K706-3G-HD-2,其他
W900,W900.GiONEE.GiONEE,3,W900,GIONEE,GIONEE
Philips,W9588,1,Philips,PHILIPS,PHILIPS
W970,W970.konka77_cu_ics2.konka77_cu_ics2,1,W970,GIONEE,GIONEE
WellPhone,WellPhone,1,WellPhone,WELLPHONE,其他
WellPhone,WP-S,5,WellPhone,WELLPHONE,其他
wellphone,WP-S,1,WellPhone,WELLPHONE,其他
WellPhone,WP-S1,1,WellPhone,WELLPHONE,其他
WellPhone,WP-S2,3,WellPhone,WELLPHONE,其他
wellphone,WP-S2,1,WellPhone,WELLPHONE,其他
HMI,X1,1,xiaomi,XIAOMI,XIAOMI
X1,X1,1,X1,X1,其他
Huawei,X1 7.0,103,huawei,HUAWEI,HUAWEI
X1 7.0,X1 7.0.hw7d501l.MediaPad,6,X1 7.0,X1 7.0,其他
XMSD,X100,1,XMSD,SONY,SONY
XiangMi,X1000,1,XiangMi,XIANGMI,其他
Android,X10S,1,Android,ANDROID,其他
BOOWUN,X3,1,BOOWUN,BOOWUN,其他
unistar,X3,1,unistar,UNISTAR,其他
Changhong,X5,3,Changhong,CHANGHONG,CHANGHONG
LL,X5,1,LL,LL,其他
VM,X5 R1,1,VM,VM,其他
SHARE PHONE,X50,1,SHARE PHONE,SHARE PHONE,其他
Changhong,X6,2,Changhong,CHANGHONG,CHANGHONG
Boowun,X6,1,BOOWUN,BOOWUN,其他
GXQ,X6,1,GXQ,GXQ,其他
WIKIACN,X6,1,WIKIACN,WIKIACN,其他
XMi,X6088,1,XMi,SONY,SONY
GiONEE,X805,10,GiONEE,GIONEE,GIONEE
GiONEE,X817,7,GiONEE,GIONEE,GIONEE
Changhong,X9,2,Changhong,CHANGHONG,CHANGHONG
VWAL,X9,1,VWAL,VWAL,其他
Changhong,X9 Plus,4,Changhong,CHANGHONG,CHANGHONG
OPPO,X9000,106,OPPO,OPPO,OPPO
X9000,X9000.X9000.X9000,3,OPPO,OPPO,OPPO
OPPO,X9006,2,OPPO,OPPO,OPPO
OPPO,X9007,167,OPPO,OPPO,OPPO
X9007,X9007.X9007.X9007,10,OPPO,OPPO,OPPO
koobee,X903S,3,koobee,KOOBEE,KOOBEE
X903S,X903S.X903S.X903S,1,OPPO,OPPO,OPPO
OPPO,X905,2,OPPO,OPPO,OPPO
OPPO,X907,14,OPPO,OPPO,OPPO
OPPO,X9070,64,OPPO,OPPO,OPPO
OPPO,X9077,31,OPPO,OPPO,OPPO
OPPO,X909,44,OPPO,OPPO,OPPO
X909,X909.X909.OPPO_12025,1,OPPO,OPPO,OPPO
OPPO,X909T,31,OPPO,OPPO,OPPO
X909T,X909T.X909T.OPPO_13017,2,OPPO,OPPO,OPPO
ZTE,X9180,12,ZTE,ZTE,ZTE
X9180,X9180.X9180.X9180,1,OPPO,OPPO,OPPO
Teclast,X98 3G(HKC1),1,Teclast,TECLAST,其他
Teclast,X98 3G(HKC2),1,Teclast,TECLAST,其他
Teclast,X98 Air 3G(C6J6),1,Teclast,TECLAST,其他
Teclast,X98 Air 3G(C8J6),2,Teclast,TECLAST,其他
Teclast,X98 Air 3G(C8J7),1,Teclast,TECLAST,其他
Teclast,X98 Air 3G(C9J6),1,Teclast,TECLAST,其他
X-apple,X-apple,7,X-apple,X-APPLE,其他
coosee,x-apple,1,coosee,COOSEE,其他
xiaolajiao,xiaolajiao S3,1,xiaolajiao,XIAOLAJIAO,XIAOLAJIAO
Sony,XL39h,30,Sony,SONY,SONY
XL39h,XL39h.XL39h.XL39h,1,XL39h,SONY,SONY
Sony,XM50h,62,Sony,SONY,SONY
XM50h,XM50h.XM50h.XM50h,2,XM50h,SONY,SONY
Sony,XM50t,6,Sony,SONY,SONY
XM50t,XM50t.XM50t.XM50t,1,XM50t,SONY,SONY
X8.,X-MI.,1,X8.,X8.,其他
Sony,Xperia Z Ultra,1,Sony,SONY,SONY
motorola,XT1030,1,motorola,MOTO,其他
motorola,XT1052,3,motorola,MOTO,其他
motorola,XT1058,1,motorola,MOTO,其他
motorola,XT1060,1,motorola,MOTO,其他
motorola,XT1225,1,motorola,MOTO,其他
motorola,XT885,1,motorola,MOTO,其他
MOTO,XT889,1,MOTO,MOTO,其他
motorola,XT910,2,motorola,MOTO,其他
RTHKTW,XT910,1,RTHKTW,RTHKTW,其他
MOTO,XT928,2,MOTO,MOTO,其他
ZEEME,Y03,1,ZEEME,ZEEME,其他
HUAWEI,Y511-U00,14,huawei,HUAWEI,HUAWEI
Huawei,Y635-L01,1,huawei,HUAWEI,HUAWEI
JTY,Y700,1,JTY,JTY,其他
YotaPhone,YD201,4,YotaPhone,YOTAPHONE,YOTAPHONE
YotaPhone,YD206,53,YotaPhone,YOTAPHONE,YOTAPHONE
YD206,YD206.yotaphone2.yotaphone2,3,YD206,YD206,其他
4G,YEPEN,2,4G,4G,4G
coosee,YEPEN,1,coosee,COOSEE,其他
Lenovo,YOGA Tablet 2-1050LC,4,lenovo,LENOVO,LENOVO
smartisan,YQ601,179,smartisan,SMARTISAN,SMARTISAN
SMARTISAN,YQ601,2,smartisan,SMARTISAN,SMARTISAN
YQ601,YQ601,2,Smartisan,SMARTISAN,SMARTISAN
YQ601,YQ601.msm8916_32.msm8916_32,12,Smartisan,SMARTISAN,SMARTISAN
YQ601,YQ601.msm8916_32_younger.msm8916_32_younger,1,Smartisan,SMARTISAN,SMARTISAN
smartisan,YQ603,35,smartisan,SMARTISAN,SMARTISAN
YQ603,YQ603,3,Smartisan,SMARTISAN,SMARTISAN
SMARTISAN,YQ603,1,smartisan,SMARTISAN,SMARTISAN
YQ603,YQ603.msm8916_32_603.msm8916_32_603,2,Smartisan,SMARTISAN,SMARTISAN
YQ603,YQ603.msm8916_32_603_younger.msm8916_32_603_younger,1,Smartisan,SMARTISAN,SMARTISAN
smartisan,YQ605,5,smartisan,SMARTISAN,SMARTISAN
YQ605,YQ605.msm8916_32_cmcc_younger.msm8916_32_cmcc_younger,1,Smartisan,SMARTISAN,SMARTISAN
smartisan,YQ607,7,smartisan,SMARTISAN,SMARTISAN
YTONE,YTONE L985C,1,YTONE,YTONE,其他
YTONE,YTONE L985D,1,YTONE,YTONE,其他
YTONE_L988,YTONE_L988,1,YTONE_L988,YTONE,其他
YUEQEE,YUEQEE-W013,1,YUEQEE,YUEQEE,其他
YUEQEE,YUEQEE-W016,1,YUEQEE,YUEQEE,其他
YUSUN L88,YUSUN L88.L88.L88,1,YUSUN,YUSUN,YUSUN
YUSUN,YUSUN LA2-W,4,YUSUN,YUSUN,YUSUN
YUSUN,YUSUN T50,1,YUSUN,YUSUN,YUSUN
YUSUN,YUSUN W35,1,YUSUN,YUSUN,YUSUN
Z1988,Z1988,3,Z1988,Z1988,其他
Z530,Z530,1,Z530,Z530,其他
ZTE,Z740G,1,ZTE,ZTE,ZTE
zte,Z970,3,ZTE,ZTE,ZTE
HOOZ,Z97-W,1,HOOZ,HOOZ,其他
ZTE,ZD-P1-TJ3,2,ZTE,ZTE,ZTE
ZTE,ZTE G601U,34,ZTE,ZTE,ZTE
ZTE,ZTE G717C,17,ZTE,ZTE,ZTE
ZTE G717C,ZTE G717C.P692N30.P692N30,2,ZTE,ZTE,ZTE
ZTE,ZTE G719C,22,ZTE,ZTE,ZTE
ZTE,ZTE G720C,23,ZTE,ZTE,ZTE
ZTE,ZTE G720T,520,ZTE,ZTE,ZTE
ZTE G720T,ZTE G720T.V_P839T30.V_P839T30,2,ZTE,ZTE,ZTE
ZTE,ZTE GEEK II 4G,75,ZTE,ZTE,ZTE
ZTE,ZTE Grand S,6,ZTE,ZTE,ZTE
ZTE,ZTE Grand S II,5,ZTE,ZTE,ZTE
ZTE,ZTE Grand S II LTE,226,ZTE,ZTE,ZTE
ZTE Grand S II LTE,ZTE Grand S II LTE.msm8974.msm8974,1,ZTE,ZTE,ZTE
ZTE,ZTE M901C,21,ZTE,ZTE,ZTE
ZTE,ZTE N5,3,ZTE,ZTE,ZTE
ZTE,ZTE N5S,3,ZTE,ZTE,ZTE
ZTE,ZTE N818,2,ZTE,ZTE,ZTE
ZTE,ZTE N909D,1,ZTE,ZTE,ZTE
ZTE,ZTE N919D,1,ZTE,ZTE,ZTE
ZTE,ZTE N980,2,ZTE,ZTE,ZTE
ZTE,ZTE N983,1,ZTE,ZTE,ZTE
ZTE,ZTE N986,1,ZTE,ZTE,ZTE
ZTE,ZTE Q201T,2,ZTE,ZTE,ZTE
ZTE,ZTE Q2S-T,6,ZTE,ZTE,ZTE
ZTE,ZTE Q301C,1,ZTE,ZTE,ZTE
ZTE,ZTE Q302C,6,ZTE,ZTE,ZTE
ZTE,ZTE Q501T,1,ZTE,ZTE,ZTE
ZTE,ZTE Q501U,10,ZTE,ZTE,ZTE
ZTE,ZTE Q503U,15,ZTE,ZTE,ZTE
ZTE Q503U,ZTE Q503U.P682V53.P682V53,3,ZTE,ZTE,ZTE
ZTE,ZTE Q505T,18,ZTE,ZTE,ZTE
ZTE Q505T,ZTE Q505T.P826T20.P826T20,1,ZTE,ZTE,ZTE
ZTE,ZTE Q507T,2,ZTE,ZTE,ZTE
ZTE,ZTE Q508U,2,ZTE,ZTE,ZTE
ZTE,ZTE Q509T,1,ZTE,ZTE,ZTE
ZTE,ZTE Q5-T,17,ZTE,ZTE,ZTE
ZTE,ZTE Q7,31,ZTE,ZTE,ZTE
ZTE Q7,ZTE Q7.CMCC_P839V50.CMCC_P839V50,2,ZTE,ZTE,ZTE
ZTE,ZTE Q705U,72,ZTE,ZTE,ZTE
ZTE Q705U,ZTE Q705U.P682V60.P682V60,3,ZTE,ZTE,ZTE
ZTE,ZTE Q7-C,30,ZTE,ZTE,ZTE
ZTE,ZTE Q801U,22,ZTE,ZTE,ZTE
ZTE,ZTE Q802T,21,ZTE,ZTE,ZTE
ZTE Q802T,ZTE Q802T.P826T30.P826T30,1,ZTE,ZTE,ZTE
ZTE,ZTE Q805T,2,ZTE,ZTE,ZTE
ZTE,ZTE S2002,2,ZTE,ZTE,ZTE
ZTE,ZTE S2004,1,ZTE,ZTE,ZTE
ZTE,ZTE S2005,15,ZTE,ZTE,ZTE
ZTE,ZTE S2014,109,ZTE,ZTE,ZTE
ZTE,ZTE STAR,65,ZTE,ZTE,ZTE
generic,ZTE U5,3,generic,GENERIC,GENERIC
ZTE U5,ZTE U5.enterprise.enterprise,1,ZTE,ZTE,ZTE
ZTE,ZTE U5S,2,ZTE,ZTE,ZTE
ZTE,ZTE U795,2,ZTE,ZTE,ZTE
ZTE,ZTE U807,6,ZTE,ZTE,ZTE
ZTE,ZTE U808,1,ZTE,ZTE,ZTE
alps,ZTE U809,1,alps,ALPS,ALPS
ZTE,ZTE U817,4,ZTE,ZTE,ZTE
ZTE,ZTE U818,3,ZTE,ZTE,ZTE
ZTE U819,ZTE U819.P188T20.P188T20,1,ZTE,ZTE,ZTE
ZTE,ZTE U879,5,ZTE,ZTE,ZTE
ZTE,ZTE U887,1,ZTE,ZTE,ZTE
ZTE,ZTE U9180,1,ZTE,ZTE,ZTE
ZTE,ZTE U950,1,ZTE,ZTE,ZTE
ZTE,ZTE U956,4,ZTE,ZTE,ZTE
ZTE,ZTE U960E,12,ZTE,ZTE,ZTE
ZTE,ZTE U960s3,1,ZTE,ZTE,ZTE
ZTE U960s3,ZTE U960s3.U960s3.U960s3,1,ZTE,ZTE,ZTE
ZTE,ZTE U968,3,ZTE,ZTE,ZTE
ZTE U968,ZTE U968.P682T51.P682T51,1,ZTE,ZTE,ZTE
ZTE,ZTE U969,6,ZTE,ZTE,ZTE
ZTE U969,ZTE U969.P682T50.P682T50,1,ZTE,ZTE,ZTE
generic,ZTE U9815,5,generic,GENERIC,GENERIC
ZTE,ZTE U985,1,ZTE,ZTE,ZTE
generic,ZTE U988S,2,generic,GENERIC,GENERIC
ZTE,ZTE V5S,8,ZTE,ZTE,ZTE
ZTE V5S,ZTE V5S.P189F13.P189F13,1,ZTE,ZTE,ZTE
ZTE,ZTE V818,9,ZTE,ZTE,ZTE
ZTE,ZTE V889D,1,ZTE,ZTE,ZTE
ZTE,ZTE V889S,2,ZTE,ZTE,ZTE
ZTE,ZTE V955,4,ZTE,ZTE,ZTE
ZTE,ZTE V965,5,ZTE,ZTE,ZTE
ZTE,ZTE V967S,16,ZTE,ZTE,ZTE
ZTE,ZTE V970,3,ZTE,ZTE,ZTE
ZTE V970,ZTE V970.P175A20.P175A20,1,ZTE,ZTE,ZTE
ZTE,ZTE V975,4,ZTE,ZTE,ZTE
ZTE,ZTE V987,9,ZTE,ZTE,ZTE
MANN,ZUG 5S,2,MANN,MANN,其他
ZZBAO_Z5S,ZZBAO_Z5S,1,ZZBAO_Z5S,ZZBAO_Z5S,其他
Xiaomi,红米2014501,1,Xiaomi,XIAOMI,XIAOMI
华为,华为S7,1,huawei,HUAWEI,HUAWEI
Android,吉米518,1,Android,ANDROID,其他
coosee,金锤Mate7,1,coosee,COOSEE,其他
mytel,脉腾 U-59,1,mytel,MYTEL,其他
coosee,心米A1,1,coosee,COOSEE,其他
J5,智云·小库,1,J5,J5,其他
